Дата;Идентификатор;ИдентификаторЖалобыТендера;Статус жалобы;ДатаПодачиТребованияЖалобыТендера;Тип методу закупівлі;КодОргЖалобыТендера;ОрганизацияЖалобыТендера;Уровень жалобы;Классификация лота CPV2;СтатусТендера;IDOrganizator;СуммаТендера
01.03.2017;UA-2017-03-01-001381-b;UA-2017-03-01-001381-b.a7;Удовлетворено;24.05.2017 13:19:47;Відкриті торги із публікацією англ. мовою;39270330;НТП Трансінвест;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;8215081.62
01.03.2017;UA-2017-03-01-001381-b;UA-2017-03-01-001381-b.b9;Не удовлетворено;05.07.2017 20:21:38;Відкриті торги із публікацією англ. мовою;40730232;"ООО ""КОМПАНІЯ-ІРБІС""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;8215081.62
01.03.2017;UA-2017-03-01-001109-b;UA-2017-03-01-001109-b.a1;Удовлетворено;17.03.2017 15:29:45;Відкриті торги;19492371;"АТ СК ""БУСІН""";На условия;66000000-0 Фінансові та страхові послуги;complete;20572069;2500000
01.03.2017;UA-2017-03-01-001109-b;UA-2017-03-01-001109-b.b2;Не удовлетворено;26.05.2017 17:44:12;Відкриті торги;35392462;"ТОВАРИСТВО З ДОДАТКОВОЮ ВІДПОВІДАЛЬНІСТЮ ""СТРАХОВА КОМПАНІЯ ""ЕКСПО СТРАХУВАННЯ""";На решение;66000000-0 Фінансові та страхові послуги;complete;20572069;2500000
01.03.2017;UA-2017-03-01-001831-a;UA-2017-03-01-001831-a.b5;Удовлетворено;23.05.2017 16:34:04;Відкриті торги із публікацією англ. мовою;00204607;"ПАО ""КРИВОРІЗЬКИЙ СУРІКОВИЙ ЗАВОД""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";cancelled;40081347;18306000
01.03.2017;UA-2017-03-01-001831-a;UA-2017-03-01-001831-a.c6;Удовлетворено;24.05.2017 19:12:39;Відкриті торги із публікацією англ. мовою;35848260;"ТОВ ""СІОПЛАСТ""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";cancelled;40081347;18306000
01.03.2017;UA-2017-03-01-000704-c;UA-2017-03-01-000704-c.b6;Не удовлетворено;29.03.2017 18:20:42;Відкриті торги із публікацією англ. мовою;6588387000;"ООО ""VJ TRGOVINA IN STORITVE, D.O.O.""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;40553899.92
01.03.2017;UA-2017-03-01-000072-a;UA-2017-03-01-000072-a.a3;Не удовлетворено;11.05.2017 14:37:51;Відкриті торги;39813912;ТОВ Технопрофсервис;На решение;50000000-5 Послуги з ремонту і технічного обслуговування;complete;40081216;2683330.67
01.03.2017;UA-2017-03-01-000377-c;UA-2017-03-01-000377-c.a14;Удовлетворено;07.04.2017 14:53:09;Відкриті торги;30894003;ТОВ Прибрежний;На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;complete;21680105;1000000
01.03.2017;UA-2017-03-01-001702-a;UA-2017-03-01-001702-a.b1;Удовлетворено;13.03.2017 11:39:19;Відкриті торги;40199288;ТОВ СУЧАСНА ЛІКАРНЯ;На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;05415792;1310429
01.03.2017;UA-2017-03-01-000449-a;UA-2017-03-01-000449-a.b2;Не удовлетворено;28.03.2017 17:00:00;Відкриті торги;38923628;"Товариство з обмеженою відповідальністю ""СфераПлюс""";На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;04011650;14176946.4
01.03.2017;UA-2017-03-01-000788-a;UA-2017-03-01-000788-a.b2;Удовлетворено;31.03.2017 19:02:48;Відкриті торги;16282325;ТОВ Пролог ЛТД;На решение;39000000-2 Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення;cancelled;02141973;422400
28.07.2017;UA-2017-07-28-001524-b;UA-2017-07-28-001524-b.a5;Удовлетворено;06.09.2017 17:54:27;Відкриті торги;30223497;ДП Скорпіон;На решение;75000000-6 Адміністративні, оборонні послуги та послуги у сфері соціального захисту;complete;26345558;139600
28.07.2017;UA-2017-07-28-001833-b;UA-2017-07-28-001833-b.b1;Удовлетворено;02.09.2017 18:30:36;Відкриті торги;39917374;"ООО ""МІСЬКЗЕЛЕНБУД""";На решение;77000000-0 Послуги у сфері сільського господарства, лісівництва, рослинництва, водного господарства та бджільництва;unsuccessful;25537636;910000
28.07.2017;UA-2017-07-28-000262-a;UA-2017-07-28-000262-a.a1;Удовлетворено;24.08.2017 12:01:45;Відкриті торги;38234684;ООО «Компания «Цифровые Радиосистемы»;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;40150216;190800
28.07.2017;UA-2017-07-28-001157-b;UA-2017-07-28-001157-b.b1;Не удовлетворено;19.09.2017 16:53:18;Відкриті торги;40793313;"ТОВ ""ВЕНЧУРС ГРУП""";На решение;19000000-6 Шкіряні та текстильні, пластмасові та гумові матеріали;complete;40081237;359623.8
28.07.2017;UA-2017-07-28-002059-b;UA-2017-07-28-002059-b.b1;Удовлетворено;01.09.2017 17:11:19;Відкриті торги;32114278;"Товариство з обмеженою відповідальністю "" МЕГА-ПОЛІГРАФ""";На решение;79000000-4 Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні;complete;39601044;2681520
28.07.2017;UA-2017-07-28-000274-a;UA-2017-07-28-000274-a.a1;Удовлетворено;08.09.2017 16:26:19;Відкриті торги;31150404;УПЕК ТРЕЙДИНГ ТОВ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;40081305;3702720
28.07.2017;UA-2017-07-28-001257-b;UA-2017-07-28-001257-b.c1;Удовлетворено;08.09.2017 16:29:56;Відкриті торги;31150404;УПЕК ТРЕЙДИНГ ТОВ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;40081305;3702720
28.07.2017;UA-2017-07-28-000074-b;UA-2017-07-28-000074-b.c3;Удовлетворено;08.09.2017 15:38:27;Відкриті торги;33244420;НПО ІЗОЛЯТОР;На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;05424874;2200000
28.07.2017;UA-2017-07-28-000306-c;UA-2017-07-28-000306-c.c2;Удовлетворено;08.09.2017 16:44:50;Відкриті торги;31150404;УПЕК ТРЕЙДИНГ ТОВ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;40081305;3702720
28.07.2017;UA-2017-07-28-000023-a;UA-2017-07-28-000023-a.b6;Удовлетворено;09.08.2017 18:15:04;Відкриті торги;38814103;"ООО ""Благодарочка""";На условия;39000000-2 Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення;unsuccessful;40123444;907560
28.07.2017;UA-2017-07-28-001375-b;UA-2017-07-28-001375-b.c1;Удовлетворено;29.08.2017 18:45:55;Відкриті торги;32426692;тов Інтраком Телеком Україна;На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;40108583;1500000
28.07.2017;UA-2017-07-28-001965-b;UA-2017-07-28-001965-b.b2;Удовлетворено;30.08.2017 14:21:02;Відкриті торги;30284125;"Товариство з обмеженою відповідальністю ""Марко Лтд""";На решение;39000000-2 Меблі (у тому числі офісні меблі), меблево-декоративні вироби, побутова техніка (крім освітлювального обладнання) та засоби для чищення;cancelled;01125672;3500000
28.07.2017;UA-2017-07-28-000388-c;UA-2017-07-28-000388-c.a1;Удовлетворено;11.08.2017 16:55:45;Відкриті торги;39396481;"ТОВ ""НАВІГАТОР КОРПОРЕЙШН""";На условия;30000000-9 Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення;cancelled;22883141;2238000
